Date;RR;DD;FF;FFX;PP;PP0;RAD;RH;TF;TT;TT5;TD;TX;TN;SO
201304120400;0;200;1;6;960.8;1005.1;0;64;6.9;11;7.6;4.5;11.4;10.8;0
201304120500;0;160;3;7;961.1;1005.3;25;61;7.3;11.9;9.7;4.5;11.9;10.9;18.4
201304120600;0;210;1;8;961.5;1005.6;117;62;8;12.5;11.9;5.3;12.5;11.8;35.2
201304120700;0;160;1;6;961.9;1005.7;298;52;8.4;14.6;13.9;4.7;14.7;12.5;51.8
201304120800;0;220;2;7;962.3;1005.8;354;46;9.3;16.5;18.6;5;16.8;14.6;39.1
201304120900;0;160;3;7;962.6;1005.9;615;44;10.6;18.4;25.3;5.9;18.4;16.7;57.7
201304121000;0;180;3;9;962.6;1005.8;785;43;10.7;18.8;28.9;5.8;19.4;18;57
201304121100;0;160;2;9;962.9;1006.2;618;43;10.4;18.5;22.2;5.6;20.3;18.2;31.8
201304121200;0;160;3;8;962.7;1006;270;48;10.9;18;19;6.7;18.9;17.9;0
201304121300;0.1;160;3;11;963.1;1006.7;71;63;11.5;15.9;13.2;8.8;17.9;15.9;0
201304121400;0.2;280;3;8;963.3;1007.1;77;64;10.6;14.8;12.5;8.1;16;14.8;0
201304121500;1.9;320;6;11;964.9;1009.6;32;83;8;9.8;8.7;6.9;14.5;9.8;0
201304121600;1.4;310;4;12;966.3;1011.2;25;82;6.9;8.8;7.6;5.8;9.7;8.8;0
201304121700;2;290;1;8;966.6;1011.5;20;86;7.4;8.8;8;6.6;8.8;8.6;0
201304121800;0.7;330;0;5;967.1;1012.1;4;86;7.1;8.5;7.3;6.3;8.9;8.4;0
201304121900;0;350;1;2;967.8;1012.9;0;90;7.4;8.3;7.2;6.8;8.6;8.3;0
201304122000;0;250;0;3;968.5;1013.6;0;90;7.4;8.4;7.2;6.8;8.6;8.3;0
201304122100;0;310;3;5;968.8;1014;0;89;7;8.1;7.2;6.4;8.5;8.1;0
201304122200;0;320;2;5;968.9;1014.1;0;88;6.6;7.8;6.8;5.9;8.2;7.8;0
201304122300;0;280;1;3;969.2;1014.4;0;88;6.6;7.8;6.3;5.9;7.9;7.6;0
201304130000;0;250;1;4;969.5;1014.7;0;86;6.4;7.8;6.6;5.5;8;7.8;0
201304130100;0;120;0;4;969.3;1014.5;0;85;6.3;7.8;6.2;5.4;7.9;7.8;0
201304130200;0;310;2;3;970.2;1015.6;0;86;5.9;7.3;5.2;5;7.8;7.2;0
201304130300;0;10;1;4;970.4;1015.9;0;89;5.3;6.4;4.7;4.7;7.2;6.4;0
201304130400;0;340;1;4;971.2;1016.8;0;89;5.2;6.2;4.7;4.6;6.5;6.1;0
201304130500;0;360;1;3;971.9;1017.5;10;88;5.3;6.4;5.3;4.6;6.4;6.2;0
201304130600;0;320;4;6;972.7;1018.1;60;78;5.6;7.9;7.1;4.2;7.9;6.5;0
201304130700;0;10;1;6;973.6;1018.8;166;73;6.2;9.1;10.3;4.5;9.2;7.9;16.5
201304130800;0;280;1;2;974.2;1019.1;323;59;6.7;11.5;13.4;3.8;11.5;9.1;22.2
201304130900;0;220;1;4;974.8;1019.3;588;51;7.8;14.1;21.3;4.1;14.1;11.6;56
201304131000;0;190;1;5;975.1;1019.4;746;36;6.1;15.6;25.5;0.4;15.6;13.9;59.6
201304131100;0;170;2;6;975.1;1019.3;718;37;7.2;16.4;26.5;1.7;16.4;15.1;48.6
201304131200;0;340;2;6;975.5;1019.9;508;39;6.7;15.3;15.2;1.5;17.4;15.3;25.7
201304131300;0;300;0;4;975.4;1019.6;332;37;7;16.3;18.3;1.4;16.9;15.2;13.6
201304131400;0;200;3;7;975.6;1019.7;376;37;7.5;16.7;18;2;17;16.1;27.4
201304131500;0;0;1;7;975.9;1020.1;486;36;7.2;16.7;17;1.5;18;16.7;41.9
201304131600;0;340;4;8;976.4;1020.6;298;32;5.9;16.5;14.9;-0.4;17;16.5;45.5
201304131700;0;310;3;8;976.9;1021.3;170;33;5.5;15.7;13.6;-0.7;16.5;15.7;58.4
201304131800;0;350;2;5;977.6;1022.3;24;36;4.8;14.1;9.7;-0.8;15.8;14.1;16.5
201304131900;0;20;1;3;978.7;1023.9;0;51;4.8;11.1;6.3;1.1;14.1;11.1;0
201304132000;0;60;0;3;979.6;1025.1;0;61;4.7;9.2;5.3;2;11.1;9.2;0
201304132100;0;330;1;4;980.3;1025.9;0;60;4.2;8.9;5.7;1.4;9.3;8.6;0
201304132200;0;10;1;3;981.1;1027;0;67;3.6;7.2;4.2;1.5;8.8;7.1;0
201304132300;0;320;2;6;981.8;1027.6;0;63;3.9;8.1;5.1;1.3;8.1;6.7;0
201304140000;0;350;1;4;981.9;1028;0;70;3.3;6.6;4.4;1.4;8.1;6.6;0
201304140100;0;330;2;4;982;1028.1;0;68;3.3;6.7;4.2;1.2;7.2;6.6;0
201304140200;0;330;1;3;982.3;1028.7;0;79;2.5;4.6;1.8;1.2;6.7;4.6;0
201304140300;0;350;1;4;982.5;1029;0;80;2.4;4.3;2.1;1.2;5.8;4.3;0
201304140400;0;350;1;4;983;1029.5;0;78;2.3;4.5;1.2;1;4.5;3.9;0
201304140500;0;340;1;3;983.4;1029.9;31;79;2.3;4.5;2.1;1;4.9;4.1;30
201304140600;0;330;1;5;983.8;1029.9;112;69;3.3;6.7;5;1.3;6.7;4.5;48.7
201304140700;0;290;2;5;983.8;1029.5;332;59;4.3;9.1;7.9;1.4;9.2;6.7;60
201304140800;0;260;0;3;983.8;1028.8;518;51;7.5;13.7;18;3.8;13.7;9.2;60
201304140900;0;150;1;3;983.8;1028.6;564;40;6.4;14.8;21.9;1.3;14.8;13.2;51.5
201304141000;0;190;1;4;983.7;1028.3;479;40;7.2;15.8;21.6;2.1;15.8;14.8;11.2
201304141100;0;230;1;3;983.2;1027.8;408;36;6.7;16.2;22;1;16.5;15.6;0
201304141200;0;340;1;5;982.5;1026.8;554;33;7.3;17.6;24.1;1.2;17.8;16.2;20.9
201304141300;0;260;1;6;982.2;1026.3;724;32;8.1;18.7;24.1;1.8;19.3;17.9;59.3
201304141400;0;300;1;4;981.8;1025.8;622;32;8.7;19.4;23.1;2.3;20.3;18.3;55.4
201304141500;0;60;1;8;981.8;1026;316;35;8.7;18.4;20.1;2.8;19.4;18.3;24.2
201304141600;0;20;3;6;981.5;1025.6;258;35;8.6;18.4;18.1;2.7;18.8;18.3;41.8
201304141700;0;60;2;7;981.8;1026;101;38;8.7;17.8;16.1;3.2;18.6;17.8;24.1
201304141800;0;80;2;5;982.3;1026.8;7;41;8.1;16.4;14.4;3.1;17.8;16.4;0
201304141900;0;50;2;5;982.7;1027.4;0;44;7.7;15.3;13;3.2;16.4;15.3;0
201304142000;0;40;1;4;983.1;1027.9;0;47;7.7;14.8;12.5;3.4;15.3;14.8;0
201304142100;0;40;1;2;983.2;1028.1;0;50;7.6;14;10.9;3.7;14.7;14;0
201304142200;0;40;2;2;983.4;1028.7;0;63;7.5;11.7;7.1;4.9;14;11.7;0
201304142300;0;30;2;3;983.4;1028.9;0;68;6.5;10.1;5.9;4.3;11.7;10.1;0
201304150000;0;10;1;3;983.1;1028.8;0;70;5.8;9;5.2;3.8;10.1;9;0
201304150100;0;30;2;3;982.9;1028.7;0;72;5.3;8.2;4.5;3.5;9.1;8;0
201304150200;0;360;1;3;982.5;1028.4;0;72;4.9;7.9;4.5;3.1;8.2;7.7;0
201304150300;0;0;1;2;982.3;1028.3;0;74;4.5;7.2;4.1;2.9;7.9;7.2;0
201304150400;0;340;2;3;982.4;1028.3;0;76;4.8;7.4;5.1;3.3;7.4;7;0
201304150500;0;20;1;3;982.4;1028.5;27;77;4.3;6.7;4.3;2.9;7.3;6.5;17.2
201304150600;0;320;2;4;982.3;1028.1;141;72;5.2;8.3;7;3.4;8.3;6.7;55.2
201304150700;0;310;1;5;982;1027.4;340;63;6.5;10.7;9.7;3.9;10.7;8.3;60
201304150800;0;140;2;5;981.8;1026.6;519;41;6.4;14.6;17.7;1.5;15;10.8;60
201304150900;0;150;3;6;981.4;1026;659;41;7.1;15.3;23.2;2.2;16.3;14.7;60
201304151000;0;200;2;6;981.1;1025.4;762;37;7.7;17;27.1;2.1;17.3;15.4;60
201304151100;0;110;2;6;980.5;1024.6;811;40;9.4;18.1;28.5;4.1;18.1;16.2;60
201304151200;0;150;1;7;980.2;1024.3;821;38;9.1;18.2;24;3.6;18.5;17;60
201304151300;0;150;2;8;979.6;1023.5;804;37;9.7;19.1;26.4;4.1;19.2;18.3;60
201304151400;0;100;2;8;979.1;1023.1;636;38;9.7;18.8;20.6;4.2;19.4;18.2;55.6
201304151500;0;150;4;7;978.9;1022.9;528;37;8.8;18.2;17.9;3.2;19.1;18.2;59.9
201304151600;0;150;4;7;978.8;1023;175;38;8.2;17.3;16;2.8;18.3;17.3;31.1
201304151700;0;150;2;6;978.8;1023.1;54;38;7.8;16.7;14.3;2.4;17.4;16.6;3.7
201304151800;0;150;2;5;979;1023.4;16;43;7.9;15.8;13.6;3.2;16.8;15.8;0
201304151900;0;50;1;3;979.5;1024.4;0;57;7.6;12.8;9.3;4.5;15.7;12.8;0
201304152000;0;50;2;3;979.8;1025;0;63;6.8;11;7.4;4.3;12.9;11;0
201304152100;0;40;2;3;980;1025.4;0;67;6.2;9.8;6.4;4;10.9;9.8;0
201304152200;0;40;2;3;980;1025.5;0;69;5.9;9.3;5.8;3.8;9.8;9.3;0
201304152300;0;40;2;3;980;1025.4;0;68;6.2;9.8;8.2;4;9.8;9.3;0
201304160000;0;50;2;3;979.8;1025.1;0;65;6.5;10.4;8.4;4.1;10.4;9.8;0
201304160100;0;40;1;3;979.3;1024.5;0;62;6.5;10.9;9.1;3.8;10.9;10.4;0
201304160200;0;70;2;3;979.2;1024.4;0;61;6.2;10.8;8.9;3.5;10.9;10.7;0
201304160300;0;70;1;3;979.2;1024.5;0;61;5.8;10.4;8.2;3.1;10.8;10.3;0
201304160400;0;70;1;3;979;1024.4;0;62;5.5;9.8;7.6;2.9;10.3;9.8;0
201304160500;0;30;1;1;979.2;1024.5;51;62;5.7;10.1;9;3;10.1;9.7;31.2
201304160600;0;20;1;2;979.2;1024.3;210;51;5.6;11.7;12.7;2;11.7;10.1;58
201304160700;0;40;1;3;979.3;1024.2;287;49;6.4;13.1;15.6;2.4;13.1;11.8;50.9
201304160800;0;80;1;4;979.5;1024.1;411;45;7.4;15;20.3;2.9;15.4;13;44.7
201304160900;0;140;1;5;979.8;1024.3;579;42;7.7;15.8;22.6;2.9;15.9;14.8;51.5
201304161000;0;170;2;6;979.8;1024.2;554;42;8;16;22.4;3.2;16.4;15.3;32.2
201304161100;0;210;2;6;979.5;1023.8;663;40;8.2;16.7;25.6;3.1;17.4;15.9;51.5
201304161200;0;140;1;6;979.5;1023.8;444;41;8.3;16.7;20.8;3.3;17.3;16.5;16.5
201304161300;0;200;1;5;979.1;1023.2;517;37;8.8;18.2;23.8;3.2;18.3;16.8;34.9
201304161400;0;210;3;5;978.7;1022.8;316;40;8.8;17.5;19.5;3.6;17.9;17.3;20.9
201304161500;0;200;1;4;978.5;1022.6;256;37;8.2;17.6;16.9;2.6;17.8;17.3;16.7
201304161600;0;170;1;4;978.5;1022.7;201;38;8.4;17.3;14.8;3;17.7;17.1;39.2
201304161700;0;310;1;3;978.5;1022.8;54;43;8.8;16.6;14.3;4.1;17.3;16.6;0
201304161800;0;40;1;2;978.9;1023.4;19;49;8.6;15.4;11.3;4.6;16.6;15.4;0
201304161900;0;20;1;3;979.5;1024.4;0;60;8.3;13;9.1;5.5;15.4;13;0
201304162000;0;50;1;3;979.8;1024.9;0;66;7.6;11.5;8.1;5.2;13;11.5;0
201304162100;0;20;1;4;979.8;1025.1;0;68;7;10.5;7;4.9;11.5;10.5;0
201304162200;0;30;2;3;980;1025.4;0;71;6.6;9.7;6.4;4.7;10.5;9.7;0
201304162300;0;10;1;3;979.9;1025.4;0;71;6.3;9.4;6.6;4.4;9.7;9.3;0
201304170000;0;10;1;3;979.7;1025.2;0;71;6;9.2;6.5;4.1;9.6;9.2;0
201304170100;0;330;1;3;979.8;1025.3;0;72;6.5;9.5;6.3;4.7;9.5;8.9;0
201304170200;0;320;1;3;979.5;1024.9;0;73;7;9.9;8.4;5.2;9.9;9.5;0
201304170300;0;340;1;4;979.5;1024.9;0;75;7;9.7;8.1;5.4;9.9;9.7;0
201304170400;0;310;3;5;979.5;1024.9;0;78;7.2;9.6;7.5;5.8;9.7;9.2;0
201304170500;0;330;1;4;979.6;1024.9;18;76;7.7;10.3;9.6;6.2;10.3;9.6;0
201304170600;0;220;1;4;979.9;1025.2;32;74;7.4;10.2;10;5.7;10.4;10;0
201304170700;0;150;1;3;980.2;1025.5;65;73;7.7;10.6;11;5.9;10.6;10.2;0
201304170800;0;180;1;2;980.2;1025;335;63;9.3;13.6;17.7;6.7;13.7;10.6;38.6
201304170900;0;150;2;4;979.9;1024.3;535;56;10.5;16.1;23.3;7.2;16.2;13.7;53.9
201304171000;0;140;2;5;979.8;1023.7;737;52;12.5;18.8;29.6;8.7;18.9;16.2;60
201304171100;0;150;2;4;979.2;1022.8;693;46;13.5;21.1;29.1;9;21.1;18.6;48.3
201304171200;0;90;2;5;979.1;1022.5;546;43;13.6;21.9;25.7;8.7;22.2;21;29.4
201304171300;0;210;0;6;978.8;1022.3;323;42;13;21.5;22.7;7.9;22.4;21.5;17.9
201304171400;0;180;1;6;978;1021.4;445;43;13.5;21.8;23;8.5;22.5;21.2;51.8
201304171500;0;200;2;5;977.7;1021;382;40;13.2;22.2;22.7;7.8;22.8;21.8;40.1
201304171600;0;160;1;5;977.6;1021;227;45;13.8;21.6;20.9;9.1;22.3;21.6;44.1
201304171700;0;210;2;5;977.5;1021;82;46;13.5;20.9;19.2;9;21.6;20.9;17.9
201304171800;0;50;2;4;978.4;1022.2;6;51;12.9;19.3;17.1;9;20.9;19.2;0
201304171900;0;40;2;4;978.7;1022.7;0;57;12.7;18.2;15.6;9.4;19.3;18.2;0
201304172000;0;30;2;5;978.7;1022.8;0;61;12.7;17.4;14.1;9.8;18.2;17.4;0
201304172100;0;20;1;2;978.5;1022.8;0;66;12.1;16.1;12.3;9.7;17.4;16.1;0
201304172200;0;40;1;2;978.4;1022.9;0;72;11.4;14.5;10.4;9.5;16.1;14.5;0
201304172300;0;20;1;3;978.6;1023.3;0;75;10.6;13.3;9.4;8.9;14.4;13.2;0
201304180000;0;350;1;2;978;1022.9;0;78;9.9;12.2;8.6;8.6;13.3;12.1;0
201304180100;0;350;1;4;977.8;1022.8;0;80;9.5;11.5;8.3;8.3;12.3;11.5;0
201304180200;0;340;1;3;977.6;1022.7;0;81;9;10.9;7.8;7.8;11.9;10.9;0
201304180300;0;10;1;3;977.5;1022.7;0;84;8.4;10;7;7.5;11;10;0
201304180400;0;350;1;3;977.3;1022.6;0;86;8.2;9.7;6.5;7.3;10.1;9.6;0
201304180500;0;340;1;3;977.4;1022.5;44;82;9;10.9;8.3;7.8;10.9;9.3;24.4
201304180600;0;350;1;4;977.1;1021.9;159;74;9.6;12.4;10.9;7.9;12.4;10.9;60
201304180700;0;300;1;3;976.9;1021.4;314;67;10.6;14.3;13.1;8.3;14.3;12.5;60
201304180800;0;110;1;2;976.5;1020.3;484;53;12.5;18.6;22.4;8.9;18.7;14.3;60
201304180900;0;210;1;3;976.2;1019.8;638;48;13.1;20.2;29.3;8.9;20.3;18.3;60
201304181000;0;150;2;4;975.7;1019.1;738;46;13.4;20.8;33.1;8.9;21.4;19.7;60
201304181100;0;160;2;5;975.3;1018.5;792;45;14.6;22.5;33.2;9.9;22.5;20.8;60
201304181200;0;140;2;6;974.7;1017.8;786;42;14.2;22.8;27.8;9;23.2;21.6;60
201304181300;0;150;2;6;974;1016.9;725;39;14.5;23.8;29.6;8.9;24.2;22.8;60
201304181400;0;110;2;7;973.3;1016.1;624;37;15;24.7;26.5;9.2;24.8;23.6;60
201304181500;0;100;2;4;973;1015.9;415;38;14.3;23.8;23.6;8.6;24.7;23.8;60
201304181600;0;100;2;4;972.9;1015.8;159;41;14.6;23.4;21.5;9.3;24.1;23.4;27.1
201304181700;0;130;2;4;972.7;1015.7;124;41;14.4;23.1;20.1;9.1;23.4;23;32.4
201304181800;0;120;2;6;973.2;1016.5;25;45;13.4;21.2;17.3;8.7;23.1;21.1;1.4
201304181900;0;30;1;3;974;1017.7;0;55;13.1;18.8;13.7;9.6;21.1;18.8;0
201304182000;0;40;2;3;974.3;1018.3;0;62;12.4;17;12.6;9.7;18.8;17;0
201304182100;0;30;2;3;974.2;1018.3;0;67;11.9;15.7;11.7;9.7;16.9;15.7;0
201304182200;0;30;2;3;974.3;1018.6;0;69;11.3;14.8;11.1;9.2;15.7;14.8;0
201304182300;0;30;2;3;974.3;1018.7;0;72;10.8;13.9;9.8;9;14.8;13.9;0
201304190000;0;340;1;3;974;1018.5;0;72;10.4;13.5;9.6;8.5;13.9;13.4;0
201304190100;0;30;1;3;973.6;1018.3;0;77;9.9;12.3;8.6;8.4;13.4;12.3;0
201304190200;0;320;1;3;973.6;1018.3;0;77;10;12.4;9.5;8.5;12.4;11.8;0
201304190300;0;0;1;3;973.3;1018;0;75;9.6;12.3;9.1;7.9;12.4;12.1;0
201304190400;0;330;1;3;973.3;1017.9;0;77;10.2;12.7;9.9;8.7;12.9;12;0
201304190500;0;0;1;2;973.8;1018.4;21;75;10.3;13.1;11.6;8.7;13.1;12.2;0
201304190600;0;10;1;2;974.5;1019;36;73;10.5;13.6;12.6;8.7;13.6;13.1;0
201304190700;0;330;1;3;974.7;1019;61;70;11.3;14.7;15.1;9.2;14.7;13.5;0
201304190800;0;320;1;3;975.1;1019.3;60;70;11.9;15.3;15.2;9.9;15.3;14.7;0
201304190900;0;320;2;4;975.2;1019.4;82;73;12.4;15.3;15.9;10.6;15.5;15.3;0
201304191000;0.2;320;1;3;975.2;1019.5;55;81;12.8;14.8;13.9;11.6;15.3;14.8;0
201304191100;1.4;320;2;6;974.8;1019.2;51;91;13.1;14;13.6;12.5;14.7;13.9;0
201304191200;0.5;340;3;5;974.4;1018.8;59;88;12.9;14.2;13.8;12.2;14.2;14;0
201304191300;0.1;310;3;5;974;1018.3;84;86;13.1;14.5;14.1;12.2;14.5;14.2;0
201304191400;0;310;3;5;973.7;1018;57;86;12.9;14.4;13.9;12;14.5;14.3;0
201304191500;0;310;2;6;973.3;1017.4;146;82;13.5;15.4;16;12.3;15.4;14.4;0
201304191600;0;310;2;5;973.2;1017.3;189;77;13.2;15.8;16.2;11.7;15.8;15.4;16.4
201304191700;0;300;3;5;972.9;1017;102;81;13.2;15.2;14.4;12;15.9;15.2;0
201304191800;0;320;2;6;973.2;1017.4;10;81;12.9;14.8;13.7;11.7;15.2;14.8;0
201304191900;0;310;2;4;973.4;1017.7;0;84;12.6;14.4;13.4;11.6;14.8;14.4;0
201304192000;0;320;1;3;973.6;1018;0;85;12.5;14;12.7;11.6;14.4;14;0
201304192100;0;10;1;2;973.8;1018.3;0;88;12.2;13.4;11.2;11.5;14;13.4;0
201304192200;0;360;0;2;974.2;1018.7;0;87;12;13.3;11.5;11.2;13.5;13.3;0
201304192300;0;90;1;2;974.4;1019;0;88;11.4;12.7;11.3;10.7;13.3;12.7;0
201304200000;0;110;1;1;974.3;1018.9;0;90;11.7;12.7;11.4;11.1;12.8;12.6;0
201304200100;0;140;1;2;974.3;1018.9;0;85;11.1;12.5;11.6;10.2;12.7;12.5;0
201304200200;0;220;1;2;974.3;1019;0;83;10.7;12.5;11.4;9.6;12.6;12.5;0
201304200300;0;200;1;3;974.3;1019;0;82;10.4;12.3;10.8;9.2;12.5;12.3;0
201304200400;0;220;1;3;974.6;1019.3;0;83;10.3;12.1;10.8;9.2;12.3;12.1;0
201304200500;0;170;1;3;975.2;1020;13;80;10;12.1;11.4;8.7;12.1;12;0
201304200600;0;190;1;4;975.8;1020.6;36;80;9.8;12;11.9;8.5;12.2;11.9;0
201304200700;0;150;2;4;976.2;1021;125;77;9.8;12.2;13.9;8.3;12.3;12;0
201304200800;0;240;0;4;976.5;1021.2;232;74;10.1;12.9;16.9;8.4;13.2;12.3;0
201304200900;0;180;2;3;976.6;1021.2;345;71;10.4;13.7;19.4;8.5;14.3;13.1;1
201304201000;0;0;0;4;976.4;1020.7;441;66;11.6;15.5;22.9;9.2;15.5;13.7;14.2
201304201100;0;130;1;3;976;1020.1;517;61;12.1;16.8;23.8;9.2;16.8;15.2;29.9
201304201200;0;140;1;4;975.7;1019.7;526;58;11.8;17.1;23.6;8.7;17.5;16.2;32
201304201300;0;190;1;6;975.3;1019.2;483;55;11.9;17.7;23.3;8.4;18.1;17.1;32.2
201304201400;0;80;3;6;974.8;1018.6;426;50;11.7;18.3;21.5;7.7;18.5;17.7;45.7
201304201500;0;60;2;6;974.6;1018.4;294;50;11.6;18.2;19.8;7.6;18.4;18;30
201304201600;0;110;3;5;974.6;1018.5;172;52;11.5;17.8;17.8;7.7;18.2;17.8;1.9
201304201700;0;70;2;6;974.7;1018.7;89;57;11.5;16.8;15.2;8.3;17.8;16.8;0
201304201800;0;50;3;6;975.4;1019.7;21;66;11.1;15.1;12.1;8.7;16.8;15.1;0
201304201900;0;70;2;5;976;1020.6;0;70;10.4;13.7;10.2;8.4;15.2;13.7;0
201304202000;0;50;1;3;976.3;1021;0;74;9.9;12.8;8.9;8.2;13.7;12.8;0
201304202100;0;30;1;2;976.4;1021.3;0;78;9.5;11.9;7.7;8.1;12.9;11.9;0
201304202200;0;330;0;2;976.5;1021.6;0;83;9.1;10.8;7.4;8;11.9;10.8;0
201304202300;0;320;1;2;976.2;1021.4;0;86;8.6;10;6.6;7.7;10.7;9.8;0
201304210000;0;360;1;3;975.9;1021.2;0;87;8.1;9.4;5.8;7.3;10.1;9.4;0
201304210100;0;350;1;4;975.6;1020.8;0;87;8.3;9.6;6.6;7.5;10;9.2;0
201304210200;0;310;3;5;975.4;1020.6;0;86;8.2;9.6;7.5;7.3;9.7;9.4;0
201304210300;0;40;1;5;975.3;1020.7;0;88;7.2;8.4;5.8;6.4;9.7;8.4;0
201304210400;0;20;2;3;975.4;1020.9;0;90;6.8;7.9;5;6.2;8.4;7.8;0
201304210500;0;350;1;3;975.6;1021.1;36;90;6.7;7.8;5.5;6.1;7.9;7.6;12.5
201304210600;0;330;1;3;975.7;1020.8;161;82;8.2;10.1;9;7.1;10.1;7.9;60
201304210700;0;20;0;2;975.6;1020.3;341;71;9.3;12.5;11.7;7.4;12.5;10.1;60
201304210800;0;150;2;4;975.3;1019.5;493;57;10.3;15.7;19.9;7.1;15.8;12.6;60
201304210900;0;230;1;5;974.8;1018.9;615;52;10.3;16.6;26.4;6.5;16.7;15.5;60
201304211000;0;140;1;4;974.3;1018.2;702;52;11.4;17.7;28.5;7.7;18.2;16.5;60
201304211100;0;180;2;4;973.6;1017.4;554;49;11.4;18.2;26.4;7.4;18.7;17.1;52.8
201304211200;0;140;2;5;972.9;1016.5;560;47;11.8;19;24.6;7.5;19.2;18;37.6
201304211300;0;150;3;7;972;1015.5;499;44;11.3;19.3;22;6.5;20.6;19;30.7
201304211400;0;120;4;6;971.2;1014.6;427;45;12;19.6;21.9;7.4;20.7;19.1;31.1
201304211500;0;100;4;6;970.5;1013.9;314;43;11.4;19.5;18.9;6.6;20.4;19.2;29.4
201304211600;0;120;3;7;970;1013.4;242;43;11.3;19.5;16.9;6.4;19.7;19.3;45.2
201304211700;0;110;2;6;970;1013.6;83;43;10.3;18.4;14.7;5.4;19.5;18.4;9.4
201304211800;0;80;1;4;970.5;1014.4;16;51;10;16.4;10.9;6.2;18.4;16.3;0
201304211900;0;50;1;3;970.9;1015.1;0;60;9.6;14.4;9.2;6.7;16.5;14.4;0
201304212000;1;270;2;5;971.3;1015.7;0;78;10.9;13.3;11.1;9.5;14.8;13.3;0
201304212100;0;320;5;8;971;1015.5;0;79;10.4;12.6;10.7;9.1;13.2;12.6;0
201304212200;0;300;3;7;970.8;1015.4;0;80;10;12.1;9.8;8.8;12.7;12.1;0
201304212300;0;330;2;6;970.5;1015.1;0;79;9.8;12;9.6;8.4;12.3;12;0
201304220000;0;340;2;6;970;1014.7;0;81;9.4;11.4;9;8.2;11.9;11.4;0
201304220100;0;320;2;4;969.8;1014.5;0;83;9.1;10.9;8.2;8.1;11.4;10.9;0
201304220200;0;20;1;5;969.9;1014.7;0;85;8.9;10.4;8.3;8;11;10.4;0
201304220300;0;330;3;5;969.3;1014.1;0;86;9;10.4;9;8.2;10.4;10;0
201304220400;0;300;1;6;969.7;1014.5;0;84;9;10.6;9;8;10.6;10.4;0
201304220500;0;330;2;4;969.8;1014.5;19;80;8.9;11;9.8;7.7;11.1;10.6;0
201304220600;0;0;1;3;970.2;1014.8;96;79;9.3;11.6;11.9;8;11.6;11;4
201304220700;0;300;1;2;970.5;1014.9;179;75;10.2;13;13.9;8.6;13;11.7;17.8
201304220800;0;30;2;5;970.8;1014.9;377;66;11;15.1;19.4;8.6;15.1;13.1;26.8
201304220900;0;40;3;7;970.8;1014.8;352;62;11.4;16;21.3;8.7;16.2;14.8;6.8
201304221000;0;40;3;8;970.5;1014.4;322;60;11.2;16.1;20.2;8.2;16.3;15.4;2.8
201304221100;0;20;2;5;970;1013.7;450;57;12.1;17.5;22.8;8.9;17.6;16.2;9.5
201304221200;0;100;2;6;969.8;1013.3;412;51;12.3;18.8;23.6;8.4;18.8;17.5;5.9
201304221300;0;80;3;8;969.2;1012.5;568;45;12.3;20;26.5;7.7;20.4;18.7;34.2
201304221400;0;80;5;9;968.7;1012;433;43;11.6;19.7;21;6.7;20.2;19.5;34
201304221500;0;90;3;9;968.6;1012;285;45;11.4;19.1;18.1;6.8;20.2;19.1;25.6
201304221600;0.8;310;1;14;969;1013;44;69;11.9;15.4;13.7;9.8;19.1;14.5;0
201304221700;2.4;310;3;5;969.6;1013.9;43;84;11.8;13.5;12.2;10.8;15.5;13.5;1.4
201304221800;9.8;60;3;8;971.3;1015.9;1;87;10.8;12.1;11.4;10.1;13.4;12.1;0
201304221900;2;330;1;5;972.2;1016.8;0;91;11.1;12;11.1;10.6;12.1;11.9;0
201304222000;4.2;310;3;4;972.9;1017.6;0;93;11;11.6;11.1;10.6;12;11.6;0
201304222100;0.7;320;3;6;972.6;1017.3;0;92;10.7;11.4;10.8;10.2;11.6;11.4;0
201304222200;0;320;3;5;972.9;1017.6;0;90;10.5;11.5;10.6;9.9;11.6;11.4;0
201304222300;0;320;3;5;972.7;1017.5;0;90;10.3;11.4;10.4;9.7;11.6;11.3;0
201304230000;0;300;2;5;972.6;1017.4;0;89;10.1;11.3;10;9.4;11.4;11.2;0
201304230100;0;310;3;5;972.6;1017.4;0;87;9.7;11;9.1;8.9;11.3;10.9;0
201304230200;0;350;1;6;972.6;1017.6;0;91;9.3;10.2;7.9;8.8;11;10.2;0
201304230300;0;340;1;3;973.2;1018.4;0;95;8.4;9;6.4;8.1;10.1;8.9;0
201304230400;0;20;2;3;973.8;1019;0;94;8.5;9.1;8.2;8.1;9.1;8.8;0
201304230500;0;20;1;2;974.8;1019.9;12;91;8.8;9.7;9.2;8.3;9.7;9.1;0
201304230600;0;340;1;2;975.6;1020.6;33;90;9.5;10.5;10.6;8.9;10.5;9.7;0
201304230700;0;310;2;4;975.9;1020.8;122;85;10.2;11.6;12.4;9.3;11.7;10.5;0
201304230800;0;350;1;3;976.7;1021.4;137;83;10.8;12.6;13.5;9.8;12.6;11.6;0
201304230900;0;300;1;3;977.3;1021.9;225;75;10.9;13.7;16.1;9.3;13.7;12.5;0
201304231000;0;310;0;2;977.3;1021.7;295;72;12;15.2;20.2;10.1;15.2;13.8;0
